State,City,Year,SO2,NO2,PM2_5,AQI,Lat,Long
Himachal Pradesh,MANALI,2013,3.48715564,11.42616527,40.79146704,52,32.2432,77.1892
Himachal Pradesh,KALAAMB,2013,2.543391977,15.41028364,40.79146704,141,30.4992,77.207
Himachal Pradesh,DAMTAL,2013,2.155996719,11.53727249,40.79146704,85,32.2258,75.6601
Goa,BICHOLIM,2013,6.810746705,12.71383165,40.79146704,56,15.5889,73.9654
Himachal Pradesh,BADDI,2013,7.11694938,39.06227796,60.17751078,171,30.9578,76.7914
Gujarat,ANKLESHWAR,2013,23.3,34.61,68.52966463,143,21.6264,73.0152
Andhra Pradesh,ANANTHAPUR,2013,4,12.56481481,40.79146704,70,14.6819,77.6006
West Bengal,BARRACKPORE,2013,10.50625,50.36666667,40.79146704,166,22.7674,88.3883
Tamil Nadu,TRICHY,2013,25.77147311,34.85985812,76.60836493,163,10.7905,78.7047
Uttarakhand,RUDRAPUR,2013,11.17150745,26.54184049,52.44617191,191,28.9875,79.4141
West Bengal,SOUTHSUBURBAN,2013,8.516470588,59.5654902,40.79146704,180,22.5098,88.3214
Uttar Pradesh,ANPARA,2013,17.44155844,31.58441558,40.79146704,130,24.2049,82.7832
Uttar Pradesh,RENUSAGAR,2013,17.68831169,27.14285714,40.79146704,136,24.1829,82.7873
Uttar Pradesh,RAIBAREILLY,2013,16.98252857,25.38521825,60.88278663,264,26.2145,81.2528
Maharashtra,LOTE,2013,10.12663531,9.078476983,41.11779878,131,17.5889,73.5093
Andhra Pradesh,SANGAREDDY,2013,16.6515035,32.6941887,77.05054885,221,17.614,78.0816
Goa,CODLI,2013,7.342889877,12.61396594,40.79146704,47,15.357,74.1357
Meghalaya,BYRNIHAT,2013,21.52427184,14.60194175,40.79146704,122,26.0515,91.8696
Karnataka,DHARWAD,2013,6.298076923,14.76923077,40.79146704,87,15.4589,75.0078
Jharkhand,SINDRI,2013,15.53780164,38.81421902,40.79146704,118,23.7483,86.7059
Maharashtra,DOMBIVLI,2013,28.85555556,61.66111111,46.23032931,103,19.2094,73.0939
Himachal Pradesh,SUNDERNAGAR,2013,2.064520924,8.555712428,40.79146704,74,31.5299,76.8889
Karnataka,DOMLUR,2013,7.04,12.67,40.79146704,58,12.961,77.6387
Karnataka,RANEBENNUR,2013,4.642857143,7.275510204,40.79146704,80,14.6154,75.6288
Kerala,PATHANAMTHITTA,2013,2,13.85714286,40.79146704,23,9.2648,76.787
Kerala,THISSUR,2013,2,11.50512821,40.79146704,46,10.5276,76.2144
Kerala,WAYANAD,2013,2.028695652,4.5,40.79146704,42,11.6854,76.132
Meghalaya,DAWKI,2013,2.611650485,10.2038835,40.79146704,42,25.184,92.0249
Mizoram,AIZAWL,2013,10.42378931,45.25584906,198.9546081,236,23.736701,92.714596
Himachal Pradesh,PAONTASAHIB,2013,2.854230936,15.26447534,40.9483573,117,30.4453,77.6021
Himachal Pradesh,NALAGARH,2013,2.907525143,26.39827741,40.79146704,109,31.0461,76.7026
Goa,CURCHOREM,2013,7.577402547,13.1013712,40.79146704,53,15.2417,74.1123
Goa,SANGUEM,2013,7.291962802,12.61810761,40.79146704,45,15.2302,74.1504
Goa,PONDA,2013,6.120079259,11.9656622,40.79146704,50,15.4027,74.0078
Goa,MARGAO,2013,6.408540798,12.27335451,40.79146704,60,15.2832,73.9862
Goa,MAPUSA,2013,10.31,12.47,40.79146704,59,15.5937,73.8142
Goa,KUNDAIM,2013,7.041515935,13.16392418,40.79146704,54,15.4875,73.9771
Goa,HONDA,2013,7.440477653,12.68741454,40.79146704,53,5.2072,74.7363
Himachal Pradesh,PARWANOO,2013,2.816291187,12.47297538,40.79146704,67,30.8406,76.9584
Karnataka,DAVANGERE,2013,6.233532934,9.862275449,48.36353577,115,14.469237,75.92375
Rajasthan,ALWAR,2013,10.22124084,21.45552206,40.79146704,264,27.566291,76.610202
Karnataka,BELGAUM,2013,2,18.96385542,40.79146704,73,15.862643,74.508534
Uttarakhand,KASHIPUR,2013,10.82941432,25.8096229,40.79146704,147,29.22,78.96
Uttar Pradesh,KHURJA,2013,24.63235294,24.97514151,40.79146704,162,28.26,77.85
Uttar Pradesh,GAJRAULA,2013,17.07575758,25.57575758,40.79146704,136,28.85,78.23
Haryana,YAMUNANAGAR,2013,10.23076923,22.69230769,40.79146704,152,30.14,77.28
Uttar Pradesh,NOIDA,2013,8.625,31.08333333,40.79146704,141,28.5726442,77.3547609
West Bengal,DURGAPUR,2013,10.22416667,50.75708333,40.79146704,159,24.75,87.733333
Tamil Nadu,THOOTHUKUDI,2013,13.48920174,18.55663478,40.93715085,77,8.783333,78.133333
Uttarakhand,HARIDWAR,2013,23.73829035,28.19667197,40.79146704,117,29.966667,78.166667
Uttar Pradesh,KANPUR,2013,15.1936895,67.11117647,88.20141714,431,26.466667,80.35
West Bengal,HOWRAH,2013,10.5156,44.6484,40.79146704,186,22.589167,88.310278
Maharashtra,NAVIMUMBAI,2013,34.85658915,88.46899225,81.1086147,273,19.033049,73.029662
Gujarat,JAMNAGAR,2013,11.79220779,19.1038961,40.79146704,90,22.466667,70.066667
Maharashtra,NASHIK,2013,55.34083601,57.51768489,81.32060953,169,20.0110224,73.7903373
Maharashtra,NAGPUR,2013,19.56445095,56.89237923,77.28909544,159,23.3,82.3
Maharashtra,JALNA,2013,10.7357513,30.96891192,40.79146704,122,24.0988,79.2137
Maharashtra,SOLAPUR,2013,16.02747253,34.91758242,40.79146704,82,17.683333,75.916667
Maharashtra,ULHASNAGAR,2013,22.30693069,36.46534653,40.79146704,64,19.216667,73.15
Uttarakhand,RISHIKESH,2013,22.45783133,25.02409639,40.79146704,113,30.12,78.29
Uttarakhand,HALDWANI,2013,10.82941432,25.8096229,40.79146704,144,29.23,79.52
West Bengal,RANIGANJ,2013,10.04166667,50.75,40.79146704,163,23.62,87.11
Uttar Pradesh,UNNAO,2013,8.779041818,27.81772837,40.79146704,114,26.55,80.49
Uttar Pradesh,FIROZABAD,2013,12.96515679,32.41114983,41.78638087,251,27.150917,78.397808
West Bengal,KOLKATA,2013,35.82307692,234.1769231,135.5531828,505,22.562627,88.363044
Uttarakhand,DEHRADUN,2013,25.25337933,28.55572863,42.52727415,161,30.324427,78.033922
Rajasthan,KOTA,2013,6.962004811,33.00955654,40.79146704,121,25.182544,75.839065
Tamil Nadu,SALEM,2013,8.816368323,25.13492207,40.79146704,62,11.651165,78.158672
Rajasthan,UDAIPUR,2013,6.075662827,32.14939743,40.93509897,141,24.57951,73.690508
West Bengal,HALDIA,2013,9.884615385,39.11538462,40.79146704,146,22.025278,88.058333
Uttar Pradesh,ALLAHABAD,2013,10.15667445,57.88461538,81.58293408,470,25.44478,81.843217
Maharashtra,THANE,2013,17.53420195,32.52442997,41.58869441,115,19.2,72.966667
Uttar Pradesh,MORADABAD,2013,16.36764706,23.92647059,40.79146704,159,28.838931,78.776838
Uttar Pradesh,JHANSI,2013,13.51376147,38.50458716,80.08599951,196,25.458872,78.579943
West Bengal,ASANSOL,2013,10.14404255,51.27021277,40.79146704,163,23.683333,86.983333
Uttar Pradesh,VARANASI,2013,19.3099937,27.63236154,40.79146704,144,25.31774,83.005811
Tamil Nadu,CHENNAI,2013,40.6473029,71.24896266,125.2518075,262,13.084622,80.248357
Uttar Pradesh,BAREILLY,2013,21.4,49.6,80.9030763,457,28.347023,79.421934
Uttar Pradesh,LUCKNOW,2013,14.04878908,54.02083588,75.13428304,349,26.839281,80.923133
Tamil Nadu,COIMBATORE,2013,4.681281686,24.70901821,41.08283466,56,11.005547,76.966122
Tamil Nadu,METTUR,2013,8.965116279,25.31395349,40.79146704,57,11.8,77.8
Uttar Pradesh,AGRA,2013,10.15396678,43.08975857,83.86403585,378,27.187935,78.003944
Rajasthan,JODHPUR,2013,10.6828479,45.29773463,80.3948331,347,26.26841,73.005943
Madhya Pradesh,DEWAS,2013,14.41439252,22.62319114,40.79146704,104,22.966667,76.066667
Maharashtra,CHANDRAPUR,2013,22.36971831,37.5,69.23058843,209,19.6,83.883333
Himachal Pradesh,UNA,2013,5.606846977,13.99632121,40.94310818,93,20.82,71.03
Maharashtra,BADLAPUR,2013,25.40206186,45.79381443,40.79146704,83,19.15,73.27
Jharkhand,JHARIA,2013,16.37145621,38.79703682,40.79146704,178,23.76,86.42
Karnataka,CHITRADURGA,2013,3.425287356,5.931034483,40.79146704,28,14.23,76.39
Andhra Pradesh,SRIKAKULAM,2013,10.54821335,15.94971258,40.79146704,76,18.3,83.9
Puducherry,PONDICHERRY,2013,6.581503716,14.78855938,40.79146704,44,11.94,79.83
Odisha,SAMBALPUR,2013,3.018867925,14.10377358,40.79146704,50,21.47,83.97
Assam,BONGAIGAON,2013,6.951456311,14.75728155,41.78155119,45,26.48,90.54
Odisha,RAYAGADA,2013,3.944723618,23.67336683,42.63630726,52,19.18,83.41
Andhra Pradesh,PATANCHERU,2013,5.934579439,23.8317757,40.79146704,90,17.53,78.27
Andhra Pradesh,ELURU,2013,8.345810197,20.89767231,40.79146704,115,16.72,81.11
Punjab,GOBINDGARH,2013,9.817120623,48.88326848,61.26656139,247,30.66,76.31
Punjab,KHANNA,2013,11.52161649,22.46031907,40.95728601,184,30.71,76.21
Assam,TINSUKIA,2013,6.756410256,14.58333333,43.40630467,105,27.5,95.36
Mizoram,LUNGLEI,2013,4.615412844,9.052293578,79.33753222,90,22.88,92.73
Assam,NAGAON,2013,6.868686869,14.96969697,40.79146704,132,26.35,92.68
Nagaland,DIMAPUR,2013,3.711383466,11.06305206,74.0289587,182,25.92,93.73
Madhya Pradesh,NAGDA,2013,20.56743949,26.87176208,40.79146704,106,23.46,75.42
Kerala,KOTTAYAM,2013,6.709051724,18.77112069,40.79146704,70,9.6,76.52
Kerala,MALAPPURAM,2013,2,5.508333333,40.79146704,37,11.07,76.06
Kerala,PALAKKAD,2013,2.666666667,4.730630631,40.79146704,38,10.78,76.65
Maharashtra,AMRAVATI,2013,12.68200837,14.67782427,45.39970809,100,20.933333,77.75
Karnataka,BANGALORE,2013,38.43153527,79.7593361,115.2655147,342,12.983333,77.583333
Chhattisgarh,KORBA,2013,12.16375507,20.57066011,40.79146704,91,22.35,82.683333
Punjab,BATHINDA,2013,7.449611591,22.33603062,40.79146704,129,30.2081076,74.9485371
Andhra Pradesh,VIJAYAWADA,2013,13.85593717,52.90301016,109.532643,280,16.516667,80.616667
Andhra Pradesh,VISAKHAPATNAM,2013,96.49152542,130.1355932,295.9109812,489,17.7,83.3
Odisha,ROURKELA,2013,14.67619048,31.01904762,117.324029,278,22.2,84.883333
Andhra Pradesh,KADAPA,2013,4.740740741,9.842592593,40.79146704,69,14.466667,78.816667
Maharashtra,JALGAON,2013,23.77108434,51.40060241,46.68902854,136,21.048611,76.534444
Punjab,JALANDHAR,2013,26.01705689,52.30603167,79.24363848,316,23.9,78.433333
Odisha,BHUBANESWAR,2013,3.464566929,29.82283465,70.66238385,151,20.233333,85.833333
Tamil Nadu,CUDDALORE,2013,7.872334599,18.9296875,40.79146704,49,11.746289,79.764362
Uttar Pradesh,GHAZIABAD,2013,30.15182739,40.26401921,48.27392549,337,28.665353,77.439148
Tamil Nadu,MADURAI,2013,14.37716263,22.17647059,40.79146704,40,9.917347,78.119622
Gujarat,VAPI,2013,19.35877863,29.93969466,61.03150794,139,20.37,72.9
Meghalaya,TURA,2013,2,6.233333333,40.79146704,38,25.52,90.22
Karnataka,HASSAN,2013,5.13,18.21,40.79146704,25,13.01,76.08
Karnataka,MANDYA,2013,10.94117647,22.79411765,40.79146704,42,12.54,76.89
Kerala,KOZHIKODE,2013,3.913793103,32.79051724,79.82468119,93,11.25,75.766667
Karnataka,KOLAR,2013,5.653846154,13.53846154,40.79146704,46,13.137679,78.129989
Gujarat,AHMEDABAD,2013,49.88118812,69.37623762,165.5891236,318,23.025793,72.587265
Maharashtra,PUNE,2013,36.02791569,74.88040244,72.50506425,154,18.513271,73.849852
Haryana,FARIDABAD,2013,12.42,26.34,40.79146704,195,28.411236,77.313162
Maharashtra,LATUR,2013,6.396774194,16.86129032,40.79146704,96,18.399487,76.584252
Maharashtra,KOLHAPUR,2013,22.16966847,35.72588817,40.79146704,117,16.695633,74.231669
Chhattisgarh,RAIPUR,2013,14.66343167,39.32778934,40.79146704,298,21.233333,81.633333
Delhi,DELHI,2013,7.696202532,153.9113924,69.96511119,391,28.651952,77.231495
Goa,PANAJI,2013,7.244867509,11.16713838,40.79146704,48,15.498289,73.824541
Madhya Pradesh,INDORE,2013,10.83240235,19.37703967,41.23808894,154,22.717736,75.85859
Karnataka,HUBLI,2013,6.32038835,14.69902913,40.79146704,104,15.349955,75.138619
Madhya Pradesh,GWALIOR,2013,12.56341142,27.23207653,41.23485255,190,26.229825,78.173369
Karnataka,MANGALORE,2013,7.918604651,6.61627907,40.79146704,31,12.865371,74.842432
Madhya Pradesh,BHOPAL,2013,4.968246681,26.07794339,40.79146704,212,23.254688,77.402892
Karnataka,MYSORE,2013,13.41104294,28.14723926,50.801643,74,12.292664,76.638543
Madhya Pradesh,JABALPUR,2013,2.200668507,23.32408234,40.79146704,70,23.174495,79.935903
Karnataka,RAICHUR,2013,8.901408451,12.83098592,41.36599474,80,16.205459,77.35567
Karnataka,SHIMOGA,2013,5.368932039,8.514563107,40.79146704,50,13.932424,75.572555
Kerala,THIRUVANANTHAPURAM,2013,15.78744939,37.69959514,68.70141817,90,8.485498,76.949238
Kerala,ALAPPUZHA,2013,2.070484581,4.658590308,42.22905178,48,9.494647,76.331108
Kerala,KOCHI,2013,9.344021739,24.85869565,167.1563378,309,9.947743,76.253802
Kerala,KOLLAM,2013,8.209016393,21.69754098,78.23937121,69,8.881131,76.584694
Karnataka,GULBARGA,2013,2.829268293,13.74390244,40.79146704,88,17.335827,76.83757
Himachal Pradesh,SHIMLA,2013,2.273323355,11.27396437,41.09251108,48,31.104423,77.166623
Jammu & Kashmir,JAMMU,2013,14.65610304,5.580360859,40.96143149,117,32.735686,74.869112
Jharkhand,DHANBAD,2013,41.58659056,102.1985382,109.8737902,385,23.801988,86.443244
Jharkhand,JAMSHEDPUR,2013,34.89726027,45.51369863,41.07086065,135,22.802776,86.185448
Maharashtra,AURANGABAD,2013,10.10850109,36.94288911,40.79146704,84,19.880943,75.346739
Maharashtra,AURANGABAD,2013,10.10850109,36.94288911,40.79146704,84,24.752037,84.374202
Jharkhand,RANCHI,2013,18.73529412,36.10294118,40.79146704,177,23.347768,85.338564
Maharashtra,AKOLA,2013,7.392045455,8.488636364,40.79146704,133,20.709569,76.998103
Madhya Pradesh,UJJAIN,2013,13.04488636,15.70473061,40.79146704,84,23.182387,75.776433
Maharashtra,MUMBAI,2013,4.232804233,18.46031746,57.41021287,164,18.987807,72.836447
Karnataka,BIDAR,2013,5.948717949,12.84615385,40.79146704,67,17.913309,77.530105
Meghalaya,SHILLONG,2013,4.47706422,20.16513761,75.22096216,119,25.573987,91.896807
Gujarat,RAJKOT,2013,22.4125,32.35,78.52357405,168,22.291606,70.793217
Maharashtra,NANDED,2013,33.2,30.96774194,40.92305242,63,19.160227,77.314971
Gujarat,SURAT,2013,30.15044248,46.53982301,96.38337786,207,21.195944,72.830232
Maharashtra,SANGLI,2013,10.18269231,38.99679487,40.79146704,75,16.856777,74.569196
Gujarat,VADODARA,2013,34.31431178,49.01669326,103.4505246,224,22.299405,73.208119
Telangana,SANGAREDDY,2014,7.286016949,53.06920904,43.96892655,93,17.614,78.0816
Assam,GOLAGHAT,2014,6.746987952,14.42168675,40.79146704,64,26.5239,93.9623
Uttar Pradesh,RAIBAREILLY,2014,16.68875588,25.32574888,61.36769378,240,26.2145,81.2528
Assam,DARANGA,2014,5.681818182,12.87878788,40.79146704,70,26.4523,92.0273
Gujarat,ANKLESHWAR,2014,29.82524272,42.00970874,59.29126214,174,21.6264,73.0152
Assam,MARGHERITA,2014,11.85882353,23.85882353,40.79146704,55,27.2911,95.6695
Himachal Pradesh,BADDI,2014,2.410744164,31.15482124,52.71226106,134,30.9578,76.7914
Uttar Pradesh,RENUSAGAR,2014,17.44047765,27.22206801,40.79146704,133,24.1829,82.7873
Himachal Pradesh,DAMTAL,2014,2.064922164,10.95448252,40.79146704,94,32.2258,75.6601
Karnataka,RANEBENNUR,2014,3.72,6.41,40.79146704,49,14.6154,75.6288
Jharkhand,SINDRI,2014,13.41536439,35.84790482,40.79146704,99,23.7483,86.7059
Assam,SILCHER,2014,6.339269624,14.34037426,41.6879828,81,24.8333,92.7789
Andhra Pradesh,CHITTOOR,2014,14.63063063,36.89189189,118.3320035,185,13.2172,79.1003
Andhra Pradesh,ANANTHAPUR,2014,4.787037037,10.31481481,40.79146704,75,14.6819,77.6006
West Bengal,SOUTHSUBURBAN,2014,4.383838384,39.28787879,42.43960712,100,22.5098,88.3214
Assam,SIVASAGAR,2014,7.021857923,14.3715847,46.58697602,102,26.9826,94.6425
Karnataka,DHARWAD,2014,5.029126214,18.40776699,40.79146704,79,15.4589,75.0078
West Bengal,BARRACKPORE,2014,8.548076923,55.30769231,40.79146704,102,22.7674,88.3883
Himachal Pradesh,KALAAMB,2014,2.834933595,14.78325685,40.79146704,138,30.4992,77.207
Odisha,KALINGANAGAR,2014,4.038461538,20.30769231,81.58293408,196,20.9763,86.0051
Himachal Pradesh,MANALI,2014,2.318941764,11.56277151,41.18181601,41,32.2432,77.1892
Himachal Pradesh,NALAGARH,2014,1.608333333,30.4,41.13139593,110,31.0461,76.7026
Odisha,PARADEEP,2014,26.31428571,32.71428571,100.9494454,249,20.3166,86.6114
Odisha,BERHAMPUR,2014,2,17.31730769,40.79146704,71,19.315,84.7941
Maharashtra,DOMBIVLI,2014,53.24113475,100.212766,54.09932154,183,19.2094,73.0939
Odisha,BALASORE,2014,4.144508671,15.03468208,50.69459777,106,21.4934,86.9135
Meghalaya,KHLIEHRIAT,2014,2,5.011764706,40.79146704,42,25.3567,92.3641
Meghalaya,BYRNIHAT,2014,26.32857143,20.31428571,40.79146704,136,26.0515,91.8696
Meghalaya,NONGSTOIN,2014,2,9.782608696,40.79146704,28,25.5213,91.2554
Mizoram,CHAMPHAI,2014,4.086538462,9.903846154,80.79848279,90,23.4566,93.3282
Himachal Pradesh,PAONTASAHIB,2014,2.874797397,14.31470944,40.79146704,129,30.4453,77.6021
Tamil Nadu,TRICHY,2014,23.23439105,28.55779614,62.11812616,129,10.7905,78.7047
Odisha,ANGUL,2014,19.13207547,44.31132075,80.04363344,227,20.8444,85.1511
Maharashtra,LOTE,2014,10.66489362,10.51595745,40.79146704,111,17.5889,73.5093
Meghalaya,DAWKI,2014,2.527472527,12.34065934,40.79146704,45,25.184,92.0249
Kerala,WAYANAD,2014,2,5,40.79146704,35,11.6854,76.132
Punjab,DERABASSI,2014,5.738896568,15.50941422,40.9495735,113,30.5887,76.8471
Kerala,THISSUR,2014,2,11.37719298,40.79146704,54,10.5276,76.2144
Punjab,NAYANANGAL,2014,7.395462639,12.22249675,40.79146704,85,31.3866,76.355
Kerala,PATHANAMTHITTA,2014,2,12.43220339,40.79146704,22,9.2648,76.787
Uttar Pradesh,ANPARA,2014,17.46658829,26.53619246,40.79146704,128,24.2049,82.7832
Punjab,DERABABA,2014,7.150930159,13.15384615,41.14011206,68,32.0322,75.0304
Himachal Pradesh,PARWANOO,2014,2.066640097,12.75464151,40.9297432,66,30.8406,76.9584
Himachal Pradesh,SUNDERNAGAR,2014,2.145964452,11.9117771,40.79146704,85,31.5299,76.8889
Goa,VASCO,2014,5.404761905,11.97619048,65.07210218,93,15.3982,73.8113
Assam,NALBARI,2014,6.747572816,15.09708738,40.79146704,76,26.4446,91.4411
Mizoram,KOLASIB,2014,3.942857143,9.857142857,80.41746359,71,24.2246,92.676
West Bengal,HOWRAH,2014,9.230769231,35.01923077,40.79146704,110,22.589167,88.310278
Maharashtra,NAGPUR,2014,18.96,54.56307692,76.68795804,161,23.3,82.3
Andhra Pradesh,VIZIANAGARAM,2014,12.8692542,20.97153084,40.79146704,69,18.11329,83.397743
Assam,GUWAHATI,2014,32.22921498,65.59408782,190.3096325,441,26.176076,91.762932
West Bengal,ASANSOL,2014,7.865384615,54,40.79146704,69,23.683333,86.983333
Delhi,DELHI,2014,14.62890625,180.8046875,116.1600761,612,28.651952,77.231495
Karnataka,MANGALORE,2014,7.711340206,6.93814433,40.79146704,31,12.865371,74.842432
West Bengal,KOLKATA,2014,23.68084968,193.3141097,119.957129,367,22.562627,88.363044
Uttar Pradesh,LUCKNOW,2014,12.72799039,46.66171004,67.32866679,289,26.839281,80.923133
Karnataka,MYSORE,2014,12.13432836,23.61691542,42.00912277,58,12.292664,76.638543
Chandigarh,CHANDIGARH,2014,4.94201405,51.78287705,99.00710377,221,30.736292,76.788398
Karnataka,SHIMOGA,2014,4.538461538,7.75,40.79146704,41,13.932424,75.572555
Karnataka,HUBLI,2014,5.174757282,18.37864078,40.79146704,101,15.349955,75.138619
Chhattisgarh,RAIPUR,2014,16.09215715,41.31218032,43.05765965,347,21.233333,81.633333
Kerala,ALAPPUZHA,2014,5.651982379,4.629955947,43.30724034,39,9.494647,76.331108
Uttar Pradesh,FIROZABAD,2014,12.47854785,25.92409241,41.46459356,147,27.150917,78.397808
Andhra Pradesh,GUNTUR,2014,4.85046729,22.59813084,40.79146704,79,16.299737,80.457293
Gujarat,AHMEDABAD,2014,78.31147343,114.9697826,171.2173913,491,23.025793,72.587265
Haryana,FARIDABAD,2014,13.57291667,25.30729167,41.0039226,198,28.411236,77.313162
Rajasthan,JAIPUR,2014,14.02287582,84.6372549,80.78310139,303,26.913312,75.787872
Chhattisgarh,BILASPUR,2014,5.407282994,21.23809524,40.79146704,101,22.080046,82.155431
Jammu & Kashmir,JAMMU,2014,5.534090909,13,41.95031554,126,32.735686,74.869112
Himachal Pradesh,SHIMLA,2014,2.191041124,11.27037341,40.96214263,48,31.104423,77.166623
West Bengal,HALDIA,2014,10.86538462,38.26923077,40.79146704,135,22.025278,88.058333
Jharkhand,DHANBAD,2014,32.95267783,88.45984512,99.23894219,394,23.801988,86.443244
Andhra Pradesh,RAJAHMUNDRY,2014,10.61682243,17.61682243,40.79146704,63,17.005171,81.777839
Goa,PANAJI,2014,3.125,7.75,41.81125372,52,15.498289,73.824541
Jharkhand,RANCHI,2014,17.72,34.04,40.79146704,196,23.347768,85.338564
Andhra Pradesh,ONGOLE,2014,4.759259259,21.62962963,40.79146704,63,15.503565,80.044541
Gujarat,RAJKOT,2014,23.10606061,33.63636364,53.31818182,145,22.291606,70.793217
Gujarat,SURAT,2014,43.60294118,59.17647059,92.54411765,267,21.195944,72.830232
Assam,DIBRUGARH,2014,6.597826087,13.90217391,40.79146704,44,27.479888,94.90837
Gujarat,VADODARA,2014,44.07352941,60.73529412,93.02941176,257,22.299405,73.208119
Uttar Pradesh,MORADABAD,2014,21.21481044,31.80831722,40.99853032,202,28.838931,78.776838
Punjab,BATHINDA,2014,6.280267403,17.30736021,40.79146704,122,30.2081076,74.9485371
Madhya Pradesh,SAGAR,2014,2.234567901,14.67901235,40.79146704,161,22.066667,82
Punjab,JALANDHAR,2014,23.30497747,45.45879464,70.44372577,249,23.9,78.433333
Madhya Pradesh,DEWAS,2014,15.20284987,21.30819407,40.79146704,93,22.966667,76.066667
Uttar Pradesh,NOIDA,2014,8.515625,27.8125,40.79146704,135,28.5726442,77.3547609
Karnataka,BANGALORE,2014,37.84167083,88.59343904,121.5174375,419,12.983333,77.583333
Andhra Pradesh,KADAPA,2014,4.416666667,10.25,40.79146704,78,14.466667,78.816667
Karnataka,TUMKUR,2014,10.04504505,18.45945946,42.9964112,119,13.342222,77.101667
Chhattisgarh,KORBA,2014,12.89175258,19.76804124,42.2633241,87,22.35,82.683333
Kerala,KOLLAM,2014,8.991666667,20.95833333,81.58293408,70,8.881131,76.584694
Chhattisgarh,BHILAI,2014,8.991029995,23.65827442,41.41662362,112,21.209188,81.428497
Karnataka,KOLAR,2014,5.846153846,12.46153846,40.79146704,66,13.137679,78.129989
Karnataka,BIDAR,2014,6.25,13.79166667,40.79146704,61,17.913309,77.530105
Karnataka,BELGAUM,2014,2,8.535714286,40.79146704,92,15.862643,74.508534
Assam,TEZPUR,2014,6.737864078,13.10679612,40.79146704,70,26.633333,92.8
Karnataka,GULBARGA,2014,4.730769231,11.82051282,40.79146704,77,17.335827,76.83757
Uttar Pradesh,JHANSI,2014,14.94871795,41.82051282,79.49106398,205,25.458872,78.579943
Uttar Pradesh,VARANASI,2014,18.90277778,32.05555556,41.35801519,141,25.31774,83.005811
Uttar Pradesh,GHAZIABAD,2014,26.25123763,38.95550676,40.79146704,242,28.665353,77.439148
Andhra Pradesh,VISAKHAPATNAM,2014,92.4,144.8190476,283.9863087,451,17.7,83.3
Karnataka,HASSAN,2014,5.854545455,18.98181818,40.79146704,24,13.01,76.08
Gujarat,JAMNAGAR,2014,14.9420398,20.55223881,32.3880597,85,22.466667,70.066667
Andhra Pradesh,VIJAYAWADA,2014,14.81132075,72.14150943,122.3744011,301,16.516667,80.616667
Tamil Nadu,THOOTHUKUDI,2014,13.01937955,18.62540838,40.93116384,83,8.783333,78.133333
Kerala,KOCHI,2014,9.47029703,34.15346535,161.1464886,265,9.947743,76.253802
Maharashtra,NASHIK,2014,50.2715655,52.42492013,81.32228573,144,20.0110224,73.7903373
Maharashtra,NAVIMUMBAI,2014,34.16433566,76.67132867,78.87301144,292,19.033049,73.029662
Maharashtra,SOLAPUR,2014,14.71980676,34.26570048,40.98852727,76,17.683333,75.916667
Maharashtra,THANE,2014,17.76388889,60.81944444,41.07474112,109,19.2,72.966667
Maharashtra,ULHASNAGAR,2014,45.45774648,75.33802817,54.86739581,143,19.216667,73.15
Madhya Pradesh,SATNA,2014,12.91781273,24.02783558,79.88328962,317,24.583333,80.833333
Maharashtra,AMRAVATI,2014,11.76162791,13.43493967,41.50294612,109,20.933333,77.75
Odisha,ROURKELA,2014,15.35616438,31.42465753,112.3162311,225,22.2,84.883333
Maharashtra,CHANDRAPUR,2014,16.10872385,49.68644068,72.94067411,254,19.6,83.883333
Maharashtra,JALGAON,2014,18.85760518,42.27508091,40.79146704,115,21.048611,76.534444
Odisha,BHUBANESWAR,2014,3.517241379,30.57471264,60.39551585,151,20.233333,85.833333
Maharashtra,JALNA,2014,9.827956989,29.93548387,41.010776,137,24.0988,79.2137
Kerala,KOZHIKODE,2014,3.720930233,35.72093023,75.89110147,85,11.25,75.766667
Uttar Pradesh,KANPUR,2014,13.82766328,80.50782448,97.43097025,470,26.466667,80.35
Karnataka,CHITRADURGA,2014,3.00952381,5.504761905,40.79146704,37,14.23,76.39
Assam,TINSUKIA,2014,10.3,20.84,66.0821766,92,27.5,95.36
Karnataka,MANDYA,2014,11.33333333,22.10784314,40.79146704,42,12.54,76.89
Maharashtra,LATUR,2014,5.938983051,16.27118644,40.9297432,90,18.399487,76.584252
Mizoram,AIZAWL,2014,10.32051282,38.03846154,203.9573352,213,23.736701,92.714596
Maharashtra,PUNE,2014,41.72897196,78.82242991,74.72081813,169,18.513271,73.849852
Maharashtra,SANGLI,2014,11.71678322,44.77272727,40.79146704,100,16.856777,74.569196
Meghalaya,SHILLONG,2014,3.692307692,19.06730769,75.30732377,113,25.573987,91.896807
Tamil Nadu,MADURAI,2014,13.31972789,25.76870748,40.79146704,45,9.917347,78.119622
Tamil Nadu,CUDDALORE,2014,8.978577124,19.75209205,40.79146704,61,11.746289,79.764362
Maharashtra,KOLHAPUR,2014,20.99885127,35.91790992,40.79146704,98,16.695633,74.231669
Madhya Pradesh,UJJAIN,2014,16.99147072,18.66775387,51.73099684,123,23.182387,75.776433
Odisha,TALCHER,2014,18.62135922,47.4368932,81.58293408,248,20.95,85.23
Maharashtra,AKOLA,2014,8.393258427,9.651685393,40.79146704,150,20.709569,76.998103
